month,publication,topic_0,topic_0,topic_1,topic_1,topic_2,topic_2,topic_3,topic_3,topic_4,topic_4,topic_5,topic_5,topic_6,topic_6,topic_7,topic_7,topic_8,topic_8,topic_9,topic_9
2016-01,The Hill,0.2790478,0.27904925,0.26466498,0.26465142,0.34442538,0.34441662,0.4728479,0.47284698,0.43598345,0.43598524,0.33097762,0.33096364,0.26383093,0.26384586,0.29659128,0.29659823,0.25155228,0.25155228,0.3324819,0.33248377
2016-01,The Verge,0.27964973,0.27965766,0.32065955,0.32065114,0.24378838,0.24377665,0.24451484,0.24451481,0.2484232,0.24842928,0.28785357,0.28782696,0.3622605,0.3622652,0.4068178,0.4068234,0.2995802,0.2995802,0.32478404,0.32478878
2016-01,Vice News,0.22539984,0.22540498,0.24235523,0.24234883,0.31462651,0.31462073,0.25590366,0.2559042,0.27717605,0.2771779,0.3788746,0.37888053,0.24459782,0.24461128,0.25174525,0.25175253,0.241477,0.241477,0.2908722,0.2908633
2016-01,Wired,0.23579055,0.23579974,0.27152735,0.27151385,0.19676691,0.19675812,0.22190638,0.22190455,0.21955347,0.21955839,0.25730184,0.25727817,0.32471055,0.32471517,0.33711222,0.33711773,0.27576104,0.27576104,0.30290842,0.30291596
2016-02,Buzzfeed News,0.23966798,0.23967025,0.3057697,0.3057632,0.34924442,0.34924412,0.3547611,0.35476208,0.33869833,0.33870158,0.32748953,0.32747266,0.28088582,0.28089625,0.28337556,0.28338486,0.2641941,0.2641941,0.33167043,0.33167166
2016-02,CNBC,0.42109123,0.42108622,0.25238913,0.25238925,0.22815162,0.22815713,0.2580904,0.25808334,0.23907983,0.23908111,0.26115,0.26113144,0.26083386,0.26084962,0.27996606,0.2799507,0.23045623,0.23045623,0.28558615,0.2855939
2016-02,CNN,0.26390362,0.26390564,0.33048296,0.33046836,0.34281254,0.3428147,0.38982832,0.3898235,0.37047234,0.37047568,0.37136388,0.37134153,0.33432642,0.3343412,0.31607112,0.316085,0.28389245,0.28389245,0.35737935,0.35738614
2016-02,Economist,0.30973607,0.3097435,0.2927393,0.29271993,0.26285142,0.26284018,0.3384675,0.3384624,0.2827282,0.28273416,0.33021906,0.33020407,0.2993577,0.29938126,0.30112204,0.30111977,0.31292266,0.31292266,0.32810527,0.32811186
2016-02,Gizmodo,0.2631498,0.2631582,0.3160395,0.31602645,0.2547831,0.25477374,0.25080496,0.25080347,0.26413316,0.264136,0.34048516,0.34046218,0.37043267,0.37043563,0.39009526,0.39011163,0.3141226,0.3141226,0.35181135,0.3518179
2016-02,Hyperallergic,0.3094312,0.30944037,0.38272437,0.38268736,0.26454002,0.26450577,0.27065137,0.2706526,0.25713462,0.2571452,0.30175918,0.30172458,0.3719628,0.37199548,0.39522544,0.39523077,0.62053,0.62053,0.3974877,0.39750955
2016-02,Mashable,0.23275211,0.23275755,0.3568034,0.3567987,0.24882081,0.24880822,0.24645138,0.24645054,0.24448334,0.24448797,0.29114163,0.29112095,0.35400277,0.3540031,0.30975267,0.3097644,0.31317142,0.31317142,0.31708038,0.31709093
2016-02,New Republic,0.2505943,0.25059834,0.32746214,0.32745197,0.30622518,0.30622086,0.43988168,0.43987653,0.38239366,0.38239807,0.3017302,0.30170023,0.3439342,0.34394327,0.2918081,0.2918171,0.29666045,0.29666045,0.35555536,0.3555668
2016-02,New Yorker,0.2421417,0.24215014,0.38874286,0.38872725,0.27942526,0.27941477,0.2854993,0.28549713,0.2587637,0.25877142,0.32194483,0.32190576,0.39181554,0.39182925,0.31710124,0.31711406,0.39127928,0.39127928,0.30917493,0.30919966
2016-02,Politico,0.25918898,0.25919083,0.30709156,0.3070915,0.34338176,0.34338114,0.5257262,0.5257206,0.4415707,0.44157347,0.311071,0.311044,0.2994063,0.29941124,0.29101214,0.29102024,0.26168776,0.26168776,0.34761328,0.34762
2016-02,Reuters,0.3523247,0.35232544,0.20346832,0.20346141,0.21881828,0.2188186,0.20881373,0.2088066,0.217127,0.21712933,0.2600996,0.26010367,0.18989086,0.18990652,0.22886452,0.22885245,0.20462684,0.20462683,0.22807318,0.2280698
2016-02,The Hill,0.2708259,0.2708278,0.28713638,0.2871294,0.34969154,0.34968397,0.5159209,0.51591885,0.46307364,0.46307456,0.3201203,0.32009977,0.28010583,0.28011528,0.30776367,0.30777344,0.25466296,0.25466296,0.33376956,0.33377266
2016-02,The Verge,0.28549075,0.28549847,0.32161704,0.3216125,0.25679612,0.25678706,0.24931195,0.24931154,0.25412288,0.25412828,0.29721966,0.29719633,0.36295965,0.3629623,0.39700615,0.39700815,0.30096838,0.30096838,0.34040934,0.34041384
2016-02,Vice News,0.23339261,0.23339815,0.25065237,0.2506459,0.29874724,0.29874182,0.28313798,0.28313768,0.27400982,0.27401233,0.3718679,0.37187135,0.24954218,0.2495578,0.25617817,0.25618213,0.24215382,0.24215382,0.2846479,0.28463942
2016-02,Wired,0.22558738,0.22559537,0.28018823,0.28017962,0.2040523,0.20404387,0.2200758,0.22007458,0.22047383,0.22047864,0.26937157,0.2693492,0.3246774,0.32467896,0.3254288,0.3254356,0.27413577,0.27413577,0.31014052,0.31014743
2016-03,Buzzfeed News,0.224463,0.2244657,0.2950941,0.29508367,0.34255075,0.34255195,0.30640715,0.3064073,0.3192437,0.3192462,0.32847413,0.3284621,0.2807499,0.28075773,0.27646047,0.27647257,0.25879005,0.25879005,0.32245955,0.32246304
2016-03,CNBC,0.40664077,0.40664095,0.2537209,0.25371906,0.23327999,0.23328614,0.2652383,0.2652292,0.24728379,0.24728678,0.26770246,0.26768455,0.2550866,0.25510216,0.2903181,0.29030266,0.24017909,0.24017909,0.28730005,0.28730577
2016-03,CNN,0.2533105,0.25331262,0.3198175,0.31980485,0.34815836,0.34815994,0.35663137,0.35662726,0.35660654,0.35660902,0.37480167,0.37478462,0.31334513,0.31336108,0.29737633,0.29739034,0.26455086,0.26455086,0.35409784,0.35410056
2016-03,Economist,0.30592698,0.30593607,0.28125918,0.28124133,0.25930914,0.2593021,0.32398695,0.32397875,0.28378305,0.28378946,0.32086554,0.32084745,0.29120076,0.2912235,0.29412457,0.2941221,0.30038938,0.30038938,0.3150155,0.31502295
2016-03,Gizmodo,0.25837514,0.2583825,0.32388574,0.32386652,0.25978884,0.25977966,0.25881132,0.25881058,0.27623162,0.27623418,0.34299546,0.3429705,0.38282046,0.38282284,0.39891014,0.3989331,0.329057,0.329057,0.36293802,0.36294565
2016-03,Hyperallergic,0.30909505,0.30910268,0.38104272,0.38101044,0.25982055,0.2597904,0.26844758,0.26844934,0.24958871,0.2495987,0.29641294,0.29637498,0.37630364,0.3763343,0.38783437,0.38784134,0.6149907,0.6149907,0.39359444,0.39361286
2016-03,Mashable,0.23001972,0.23002529,0.34225857,0.34225136,0.24940604,0.24939556,0.23819986,0.2382,0.24157137,0.24157584,0.29792815,0.29790628,0.3529444,0.3529469,0.31774086,0.3177533,0.30569568,0.30569568,0.3156937,0.3157025
2016-03,New Republic,0.24398424,0.24398893,0.31228358,0.31227604,0.3166843,0.3166832,0.4318026,0.4317965,0.40343124,0.40343416,0.30851555,0.30849084,0.3220821,0.32208753,0.28275293,0.28276125,0.2764959,0.2764959,0.343952,0.3439626
2016-03,New Yorker,0.2602981,0.2603056,0.3816128,0.38159513,0.27377763,0.2737673,0.30283892,0.30283526,0.2699608,0.2699696,0.3182736,0.31823435,0.3934113,0.39342815,0.31380466,0.31381342,0.39149708,0.39149708,0.3149271,0.3149521
2016-03,Politico,0.24804807,0.24805151,0.30271247,0.30271366,0.33634132,0.33634287,0.49185216,0.49184382,0.44833577,0.44833827,0.32017034,0.32014754,0.28983182,0.2898343,0.2850087,0.28501618,0.25735003,0.25735003,0.3375154,0.3375224
2016-03,Reuters,0.348584,0.34858546,0.19101135,0.19100611,0.22602761,0.22602697,0.19948462,0.19947866,0.20626011,0.20626333,0.26920396,0.26921,0.1783136,0.17833099,0.2292307,0.22921628,0.19917713,0.19917713,0.23094007,0.23093382
2016-03,The Hill,0.27307013,0.27307063,0.27518728,0.2751791,0.35211307,0.35210967,0.4844522,0.48444852,0.45194945,0.45195022,0.32844394,0.32842866,0.27399883,0.27400938,0.29782158,0.29782823,0.2527664,0.2527664,0.34006107,0.34006432
2016-03,The Verge,0.27801916,0.27802664,0.3170492,0.31704375,0.2495511,0.24954093,0.23946448,0.23946491,0.24523997,0.24524562,0.29468814,0.29466248,0.36686864,0.3668723,0.40658644,0.40658823,0.30477223,0.30477223,0.3346404,0.33464697
2016-03,Vice News,0.23144738,0.23145263,0.25227928,0.2522738,0.30871916,0.30871466,0.2835201,0.2835189,0.296647,0.2966487,0.37298214,0.3729863,0.25014398,0.25015545,0.2635451,0.26355246,0.25366312,0.25366312,0.2979683,0.29795924
2016-03,Wired,0.23361991,0.23362918,0.27527216,0.2752638,0.20470734,0.20469777,0.21451859,0.21451752,0.22501487,0.22501956,0.27705795,0.27703544,0.33875257,0.33875594,0.33966106,0.3396655,0.2821317,0.2821317,0.30713567,0.30714136
2016-04,Buzzfeed News,0.22927368,0.2292788,0.3014865,0.30147493,0.32391682,0.32391396,0.28142995,0.2814313,0.28206393,0.28206798,0.31066662,0.31065488,0.2813692,0.28137785,0.26966172,0.26966912,0.26165572,0.26165572,0.30854347,0.30854964
2016-04,CNBC,0.42596638,0.4259627,0.2616358,0.26163912,0.23104909,0.23105645,0.25455058,0.25454178,0.2402359,0.24023922,0.26446444,0.2644429,0.266579,0.2665923,0.2941575,0.2941413,0.23863292,0.23863292,0.28496063,0.2849688
2016-04,CNN,0.26090217,0.26090595,0.31977525,0.31975576,0.34353867,0.34353888,0.35922474,0.35922077,0.3652858,0.36528897,0.3757495,0.375733,0.3124358,0.3124554,0.30676717,0.3067779,0.27291858,0.27291858,0.3526632,0.35266876
2016-04,Economist,0.30660552,0.30661505,0.2858283,0.2858115,0.26124966,0.26123852,0.32502034,0.32501388,0.29232192,0.29232767,0.33304775,0.33303437,0.29367244,0.29369512,0.31098425,0.31098193,0.3042221,0.3042221,0.32007295,0.32007533
2016-04,Fox News,0.21225473,0.21224481,0.24269173,0.24269584,0.2773742,0.27741343,0.26941496,0.26939267,0.30444747,0.30445564,0.25606686,0.25604793,0.29967123,0.29963782,0.24782446,0.24785978,0.21603836,0.21603836,0.25377616,0.25378138
2016-04,Gizmodo,0.26740757,0.2674148,0.32501334,0.32499638,0.26043698,0.26042497,0.25372633,0.25372523,0.27132112,0.2713241,0.3453832,0.34536123,0.38806078,0.3880625,0.40624508,0.4062649,0.33219975,0.33219975,0.36355895,0.36356714
2016-04,Hyperallergic,0.31053203,0.31054044,0.37714136,0.3771088,0.26981816,0.26978573,0.27718875,0.27719054,0.26121965,0.26122972,0.3056718,0.30563602,0.37413174,0.3741625,0.38890684,0.38891438,0.61312675,0.61312675,0.39248863,0.39250657
2016-04,Mashable,0.2406422,0.2406475,0.34996188,0.3499535,0.24482955,0.24481417,0.23849201,0.23849052,0.2390038,0.23900919,0.29622248,0.2961965,0.36824626,0.3682546,0.32689694,0.32690752,0.31656954,0.31656954,0.3223928,0.32240492
2016-04,New Republic,0.25012583,0.2501312,0.32847956,0.32847005,0.3005807,0.30057618,0.4102488,0.41024473,0.35788497,0.3578899,0.30825037,0.30822146,0.34765813,0.34766757,0.2860223,0.28602737,0.30069855,0.30069855,0.33839694,0.33841148
2016-04,New Yorker,0.25254008,0.25254798,0.38240823,0.38239568,0.27410668,0.2740995,0.2892136,0.28920904,0.2647165,0.26472405,0.32901585,0.32897905,0.39173776,0.39175105,0.31480658,0.31481767,0.38542432,0.38542432,0.31496575,0.31498632
2016-04,Politico,0.26549605,0.26549974,0.31170985,0.3117,0.36354467,0.36354327,0.50821,0.508207,0.4461012,0.44610497,0.31874606,0.3187191,0.30033785,0.30034935,0.29468074,0.29468676,0.2753379,0.2753379,0.3467191,0.3467282
2016-04,Reuters,0.3491257,0.3491262,0.19688526,0.1968785,0.21700385,0.21700424,0.17987871,0.17987414,0.19480634,0.19480935,0.24633595,0.24633841,0.18149392,0.1815075,0.23227449,0.23225981,0.19688478,0.19688478,0.22385943,0.22386023
2016-04,The Hill,0.2833825,0.28338382,0.27626845,0.27626082,0.34739268,0.3473839,0.49075374,0.49075004,0.44142145,0.4414239,0.32268268,0.32266372,0.2698699,0.26988527,0.29593936,0.29594326,0.25082967,0.25082967,0.32245073,0.32245678
2016-04,The Verge,0.2718871,0.27189478,0.32417053,0.32416332,0.25543126,0.25542107,0.24948499,0.24948545,0.24851896,0.24852479,0.29712147,0.29709315,0.3715471,0.37155288,0.39743993,0.39744404,0.30763227,0.30763227,0.33503687,0.33504412
2016-04,Vice News,0.22712208,0.22712734,0.23853667,0.23852998,0.30436072,0.30435222,0.27284518,0.27284455,0.27889308,0.27889577,0.3555236,0.3555304,0.23666002,0.23667313,0.24709886,0.24710368,0.23760451,0.23760451,0.27932218,0.27931473
2016-04,Wired,0.23361935,0.23362818,0.28172985,0.28172043,0.20381139,0.20380071,0.22497374,0.22497341,0.2227637,0.22276819,0.2751344,0.27511045,0.32959452,0.32959822,0.33984086,0.3398481,0.28251132,0.28251132,0.3019448,0.3019513
2016-05,Buzzfeed News,0.22095288,0.22095838,0.2913944,0.29138458,0.31986108,0.31986,0.28684932,0.28684786,0.30255952,0.3025633,0.31510103,0.31508476,0.27680206,0.2768106,0.28052598,0.28053382,0.26259968,0.26259968,0.30910748,0.30911675
2016-05,CNBC,0.39384484,0.3938437,0.24794029,0.24794035,0.22057731,0.2205834,0.2488536,0.24884568,0.23640577,0.2364092,0.25065115,0.25062945,0.25669792,0.25670964,0.28738895,0.2873732,0.2327298,0.2327298,0.27834606,0.27835673
2016-05,CNN,0.25529078,0.25529343,0.32298914,0.32297128,0.3477469,0.347748,0.33939236,0.33938912,0.3464053,0.3464087,0.3723575,0.37233818,0.32189944,0.3219168,0.3057424,0.30575624,0.27217713,0.27217713,0.34838736,0.34839478
2016-05,Economist,0.29623166,0.29624215,0.28450665,0.2844898,0.2597514,0.25974032,0.3102624,0.31025735,0.27995303,0.27995974,0.33802435,0.3380115,0.29960313,0.2996234,0.3062803,0.3062758,0.31738827,0.31738827,0.3161816,0.31618756
2016-05,Fox News,0.18361694,0.18361476,0.12483843,0.12483549,0.23654802,0.2366013,0.21962126,0.21961305,0.24984577,0.24984208,0.21431935,0.21431096,0.26054353,0.26051128,0.26649946,0.26650283,0.16927527,0.16927528,0.18811963,0.18813378
2016-05,Gizmodo,0.2636923,0.26369998,0.33110794,0.3310893,0.25809315,0.25808343,0.2577336,0.25773212,0.2691008,0.26910356,0.34986714,0.34984282,0.38492474,0.38492593,0.394981,0.3950036,0.33699012,0.33699012,0.3592211,0.35923207
2016-05,Hyperallergic,0.3123304,0.31233856,0.38665447,0.38662037,0.2732483,0.27321672,0.2775078,0.2775091,0.26163554,0.2616461,0.3112733,0.31123555,0.38408712,0.38412058,0.39735156,0.39735818,0.6210489,0.6210489,0.39658654,0.396606
2016-05,Mashable,0.23640019,0.23640582,0.36541578,0.36540955,0.2520005,0.25198713,0.25182557,0.2518253,0.24733132,0.24733596,0.30091015,0.30088308,0.38009745,0.38010356,0.32783,0.3278406,0.31056893,0.31056893,0.3302201,0.33023188
2016-05,New Republic,0.27771133,0.2777164,0.33546764,0.33545482,0.31895697,0.31895342,0.43554628,0.4355396,0.397775,0.39777946,0.32580438,0.3257761,0.35906705,0.35908005,0.30262056,0.30262437,0.30663902,0.30663902,0.36354873,0.36356324
2016-05,New Yorker,0.23370484,0.23371443,0.38688907,0.3868733,0.279296,0.27928546,0.29021978,0.2902172,0.26426777,0.26427594,0.31809476,0.31805563,0.38835788,0.3883727,0.31808415,0.31809595,0.38794675,0.38794675,0.30985585,0.30987898
2016-05,Politico,0.27228257,0.2722841,0.30140722,0.30139747,0.35869613,0.35869518,0.49483457,0.49482754,0.46878302,0.46878564,0.305817,0.30579033,0.28036574,0.28037754,0.29164132,0.29164848,0.2527972,0.2527972,0.34395403,0.34396577
2016-05,Reuters,0.38518736,0.38518655,0.17707603,0.17706537,0.20764937,0.20765038,0.18213256,0.18212648,0.18871373,0.18871649,0.2192346,0.21923544,0.16636455,0.16638628,0.213197,0.21317677,0.18087469,0.18087469,0.23013009,0.23012973
2016-05,The Hill,0.27340987,0.27341285,0.271072,0.27106863,0.3316784,0.3316716,0.4917802,0.4917761,0.4474027,0.44740424,0.30857137,0.3085515,0.25661212,0.25662342,0.2922751,0.29227802,0.24701348,0.24701348,0.3216092,0.3216129
2016-05,The Verge,0.27138412,0.2713931,0.3201864,0.32017756,0.24223107,0.2422226,0.23926626,0.23926556,0.24704507,0.24705054,0.2920057,0.29197645,0.36113822,0.36114076,0.41068584,0.41069114,0.3073956,0.3073956,0.3414404,0.34144995
2016-05,Vice News,0.22761552,0.22761998,0.23517835,0.23517519,0.30508116,0.30507365,0.26828733,0.26828763,0.2725582,0.27256012,0.36130163,0.36130717,0.23858358,0.23859626,0.24663895,0.24664515,0.23256233,0.23256233,0.2805938,0.28058368
2016-05,Wired,0.23311281,0.23312186,0.2933723,0.29336417,0.21963757,0.21962757,0.23067018,0.23066954,0.23541754,0.23542209,0.28270507,0.28267804,0.3549585,0.35496464,0.33606553,0.33607063,0.3013964,0.3013964,0.3125868,0.31259477
2016-06,Buzzfeed News,0.22245038,0.222453,0.30113217,0.30112007,0.33053768,0.33053663,0.29667762,0.29667878,0.29469436,0.29469767,0.33016008,0.33014736,0.27801248,0.27802446,0.26868573,0.26869527,0.26592222,0.26592222,0.3112179,0.31122404
2016-06,CNBC,0.3720858,0.37208503,0.2513784,0.25137156,0.22904207,0.22904265,0.26999357,0.2699904,0.23582795,0.2358311,0.25637078,0.25635287,0.2517444,0.25176263,0.28825337,0.28824076,0.22844629,0.22844629,0.27659562,0.27660006
2016-06,CNN,0.2522361,0.25223804,0.32470968,0.32468855,0.35701016,0.3570134,0.35884953,0.35884595,0.37180912,0.3718119,0.37721154,0.37719366,0.31549022,0.31550977,0.2989149,0.2989294,0.27227885,0.27227885,0.34952688,0.3495333
2016-06,Economist,0.3035794,0.30358717,0.28501227,0.28499326,0.25327057,0.25326127,0.32283795,0.32283175,0.2776043,0.2776106,0.32683265,0.3268177,0.30036026,0.30038357,0.30454823,0.30454612,0.30729246,0.30729246,0.3267624,0.32676616
2016-06,Fox News,0.20395435,0.2039601,0.24756856,0.2476199,0.26477242,0.26479092,0.23745532,0.23744848,0.21021836,0.21022582,0.23742157,0.23738363,0.3198368,0.319806,0.27253622,0.27252728,0.19360888,0.19360888,0.16814002,0.16815609
2016-06,Gizmodo,0.2658007,0.26580894,0.3403421,0.340325,0.2600937,0.26008248,0.26169473,0.26169327,0.27255163,0.2725543,0.34635383,0.3463282,0.387383,0.387386,0.40019724,0.40021887,0.34102696,0.34102696,0.36749494,0.3675039
2016-06,Hyperallergic,0.3153216,0.31532967,0.38691717,0.38688296,0.27447015,0.27443892,0.28426155,0.28426313,0.26437542,0.26438552,0.30333164,0.30329326,0.37364852,0.3736823,0.38559416,0.3855996,0.61443293,0.61443293,0.39992103,0.39994204
2016-06,Mashable,0.23841092,0.23841678,0.35400686,0.3540011,0.24990508,0.24989216,0.24321498,0.24321398,0.24384789,0.24385278,0.29632735,0.29630297,0.3808563,0.38085964,0.32935855,0.32936957,0.31130275,0.31130275,0.3237934,0.32380345
2016-06,New Republic,0.26527628,0.26528025,0.32837322,0.32835466,0.32938725,0.32938397,0.43677905,0.4367743,0.4033231,0.40332684,0.32119146,0.32116705,0.34097376,0.34098879,0.30038792,0.3003942,0.3102556,0.3102556,0.365235,0.36524722
2016-06,New Yorker,0.24310513,0.2431115,0.38065597,0.3806413,0.2830176,0.2830099,0.28322372,0.28322023,0.26399112,0.26399902,0.3153093,0.3152689,0.39315724,0.39317015,0.30645812,0.30647132,0.3910946,0.3910946,0.2955368,0.29556358
2016-06,Politico,0.26679617,0.26679865,0.30777305,0.3077603,0.36796775,0.3679677,0.50410956,0.504105,0.47683516,0.4768371,0.323053,0.32303065,0.28276578,0.2827787,0.29615337,0.2961604,0.2698799,0.2698799,0.35992962,0.35993686
2016-06,Reuters,0.34281206,0.34281254,0.20104356,0.20103662,0.21573341,0.21573529,0.18914476,0.18914156,0.19489188,0.19489479,0.23687474,0.23687342,0.18396392,0.1839776,0.22961302,0.22959854,0.19177926,0.19177926,0.2181634,0.21816482
2016-06,The Hill,0.26896405,0.2689665,0.2769947,0.27698192,0.34837338,0.34836823,0.4704948,0.4704944,0.43155375,0.4315555,0.33049148,0.33047253,0.26945394,0.2694684,0.29903892,0.29904667,0.25424373,0.25424373,0.33807307,0.33807594
2016-06,The Verge,0.26570788,0.2657163,0.31616467,0.31615683,0.24250787,0.24249537,0.23820995,0.23821166,0.24237587,0.24238127,0.2916791,0.29165375,0.35963008,0.35963178,0.40077198,0.4007783,0.30015993,0.30015993,0.33273134,0.33273762
2016-06,Vice News,0.20978265,0.20978478,0.23927085,0.2392624,0.30117783,0.30117145,0.2750659,0.2750694,0.26179853,0.2618003,0.35480484,0.35480866,0.23920341,0.23921712,0.24003166,0.24004127,0.23398821,0.23398821,0.2803697,0.28036073
2016-06,Wired,0.22223084,0.22223945,0.28341216,0.28339833,0.21481371,0.2148066,0.23120514,0.23120332,0.2337004,0.23370546,0.27480242,0.27477688,0.33372268,0.33372867,0.32780656,0.32781485,0.2851239,0.2851239,0.3112922,0.3113005
2016-07,Buzzfeed News,0.22793926,0.22794339,0.30725372,0.30724198,0.3326472,0.33264372,0.33068472,0.33068305,0.33397368,0.3339779,0.32990336,0.32988602,0.29546124,0.29547083,0.28390265,0.28391406,0.27021527,0.27021527,0.33138332,0.33139157
2016-07,CNBC,0.37188932,0.37188846,0.2539115,0.25391072,0.24666367,0.24666253,0.267686,0.26768282,0.24304155,0.24304542,0.2613599,0.2613399,0.25030863,0.25032386,0.29521218,0.2952012,0.2389581,0.2389581,0.27722815,0.2772327
2016-07,CNN,0.25679323,0.25679505,0.33773142,0.33771178,0.3534068,0.3534037,0.3743344,0.37433228,0.3664092,0.36641368,0.38443646,0.38441592,0.34177202,0.34179285,0.3135976,0.31361255,0.29551652,0.29551652,0.37190667,0.37191087
2016-07,Economist,0.29822496,0.29823354,0.2902847,0.29026443,0.25393614,0.25392658,0.32298377,0.32297808,0.2811208,0.28112638,0.32787725,0.32786146,0.29431933,0.29434246,0.30268952,0.30268836,0.29728422,0.29728422,0.3212229,0.32122955
2016-07,Fox News,0.2584172,0.25841793,0.2669899,0.2670503,0.22586182,0.22589423,0.24199039,0.24198619,0.23435646,0.23436043,0.27399075,0.2739377,0.3722278,0.37218565,0.30062652,0.30063048,0.2134423,0.2134423,0.24534401,0.24534528
2016-07,Gizmodo,0.26009452,0.26010078,0.3339805,0.33396402,0.2694247,0.26941338,0.26587716,0.26587558,0.2853845,0.28538665,0.3543356,0.35431123,0.38698637,0.3869876,0.39037597,0.39040002,0.33860344,0.33860344,0.36707112,0.36708227
2016-07,Hyperallergic,0.31082106,0.3108277,0.3872397,0.38720608,0.27694848,0.2769162,0.2869972,0.28700057,0.26166144,0.26167157,0.30550975,0.3054699,0.38205674,0.3820903,0.39049378,0.39050198,0.61399657,0.61399657,0.40396553,0.40398452
2016-07,Mashable,0.23142673,0.2314318,0.35241812,0.3524102,0.2553404,0.2553287,0.2539548,0.25395367,0.25402775,0.25403202,0.3110155,0.31099063,0.3767043,0.37670836,0.32849,0.32850435,0.31184325,0.31184325,0.33364007,0.33365107
2016-07,New Republic,0.25924677,0.25925288,0.3602233,0.36020723,0.3568002,0.356797,0.4786966,0.47868866,0.45725706,0.45726225,0.34012684,0.3400957,0.36004347,0.3600564,0.31620452,0.3162152,0.31923652,0.31923652,0.39543208,0.39544562
2016-07,New Yorker,0.24664299,0.24665052,0.38596845,0.3859553,0.28041187,0.28040227,0.29675388,0.29674914,0.2704051,0.27041328,0.32393542,0.32389387,0.3990095,0.39902365,0.3223374,0.32235047,0.4021995,0.4021995,0.31334606,0.31337062
2016-07,Politico,0.257961,0.25796443,0.3260523,0.326043,0.36552608,0.36552525,0.49608597,0.4960787,0.46752056,0.46752453,0.320336,0.32030836,0.3041724,0.3041848,0.3012346,0.30124056,0.274531,0.274531,0.3635746,0.36358607
2016-07,Reuters,0.35114598,0.351147,0.18583778,0.18583067,0.20786828,0.20786463,0.16813922,0.16813429,0.18367602,0.18367817,0.2268711,0.22687577,0.15890892,0.15892652,0.21810743,0.21808933,0.18066318,0.18066317,0.21777162,0.2177727
2016-07,The Hill,0.2614533,0.2614558,0.28720596,0.28719598,0.35300532,0.3530002,0.48852596,0.48852152,0.45723343,0.45723495,0.32218164,0.3221621,0.27582857,0.27584058,0.29065126,0.2906592,0.25246495,0.25246495,0.33738527,0.33739233
2016-07,The Verge,0.27162537,0.2716326,0.32508466,0.3250834,0.24814068,0.24813168,0.23993255,0.23993182,0.24587923,0.2458837,0.30341387,0.30338395,0.38646033,0.3864633,0.3981959,0.39820075,0.31548354,0.31548354,0.33948842,0.33949545
